Id,LotFrontage,LotArea,Alley,MasVnrArea,1stFlrSF,2ndFlrSF,GrLivArea,GarageType,GarageArea,SalePrice
1100,82,11880,NA,206,1601,0,1601,Attchd,478,157000
1101,60,8400,NA,0,438,0,438,Detchd,246,60000
1102,61,9758,NA,0,950,0,950,Detchd,280,119500
1103,70,7000,NA,45,1134,0,1134,Attchd,254,135000
1104,79,8910,NA,0,1194,0,1194,BuiltIn,539,159500
1105,24,2016,NA,304,630,672,1302,Detchd,440,106000
1106,98,12256,NA,362,1500,1122,2622,Attchd,712,325000
1107,114,10357,NA,0,1442,0,1442,Attchd,719,179900
1108,168,23257,NA,0,887,1134,2021,BuiltIn,422,274725
1109,NA,8063,NA,0,948,742,1690,Attchd,463,181000
1110,107,11362,NA,42,1836,0,1836,Attchd,862,280000
1111,NA,8000,NA,0,773,885,1658,Attchd,431,188000
1112,80,10480,NA,660,1098,866,1964,Attchd,483,205000
1113,73,7100,NA,0,816,0,816,Detchd,308,129900
1114,66,8923,NA,0,1008,0,1008,Attchd,240,134500
1115,90,5400,NA,0,833,0,833,Detchd,326,117000
1116,93,12085,NA,328,1734,0,1734,Attchd,928,318000
1117,NA,7750,NA,0,779,640,1419,BuiltIn,527,184100
1118,57,9764,NA,0,894,0,894,Attchd,450,130000
1119,85,13825,NA,0,1021,580,1601,BuiltIn,300,140000
1120,70,7560,NA,0,1040,0,1040,Attchd,286,133700
1121,59,8263,NA,0,1012,0,1012,Detchd,308,118400
1122,84,10084,NA,196,1552,0,1552,Attchd,782,212900
1123,NA,8926,NA,0,960,0,960,Basment,288,112000
1124,50,9405,NA,0,698,0,698,NA,0,118000
1125,NA,9125,NA,170,812,670,1482,Attchd,392,163900
1126,60,10434,NA,0,1005,0,1005,Detchd,672,115000
1127,53,3684,NA,130,1555,0,1555,Attchd,660,174000
1128,182,14572,NA,0,1530,0,1530,Attchd,630,259000
1129,59,11796,NA,0,847,1112,1959,BuiltIn,434,215000
1130,60,7200,Grvl,180,936,0,936,Detchd,672,140000
1131,65,7804,NA,0,1328,653,1981,Detchd,576,135000
1132,63,10712,NA,0,974,0,974,NA,0,93500
1133,90,9900,NA,0,1178,1032,2210,Detchd,205,117500
1134,80,9828,NA,0,1142,878,2020,Attchd,466,239500
1135,57,8773,NA,0,916,684,1600,Attchd,460,169000
1136,60,6180,NA,0,986,0,986,Detchd,180,102000
1137,80,9600,NA,0,1032,220,1252,Attchd,288,119000
1138,54,6342,NA,0,780,240,1020,NA,0,94000
1139,NA,9819,NA,0,1567,0,1567,Attchd,714,196000
1140,98,8731,NA,0,1167,0,1167,Detchd,495,144000
1141,60,7350,NA,0,952,0,952,Detchd,840,139000
1142,NA,10304,NA,44,1088,780,1868,Attchd,484,197500
1143,77,9965,NA,340,1466,1362,2828,BuiltIn,1052,424870
1144,NA,9000,NA,0,1006,0,1006,NA,0,80000
1145,60,12180,NA,0,672,252,924,Detchd,280,80000
1146,52,6240,NA,0,1042,534,1576,Detchd,225,149000
1147,NA,11200,NA,85,1298,0,1298,Attchd,403,180000
1148,75,12000,NA,0,860,704,1564,Attchd,234,174500
1149,NA,5700,NA,0,572,539,1111,Detchd,288,116900
1150,50,9000,NA,0,832,650,1482,Detchd,324,143000
1151,57,8280,NA,0,932,0,932,Attchd,306,124000
1152,134,17755,NA,132,1466,0,1466,Attchd,528,149900
1153,90,14115,NA,0,1811,0,1811,Attchd,470,230000
1154,NA,5890,NA,0,816,0,816,Detchd,432,120500
1155,NA,13700,NA,288,902,918,1820,Attchd,492,201800
1156,90,10768,NA,0,1437,0,1437,Attchd,528,218000
1157,85,9350,NA,0,1265,0,1265,Attchd,502,179900
1158,34,5001,NA,166,1314,0,1314,Attchd,626,230000
1159,92,11932,NA,186,1580,0,1580,Attchd,830,235128
1160,76,9120,NA,270,943,933,1876,Attchd,540,185000
1161,24,2280,NA,0,855,601,1456,Attchd,440,146000
1162,NA,14778,NA,72,1640,0,1640,Detchd,924,224000
1163,109,8724,NA,0,894,0,894,Attchd,450,129000
1164,60,12900,NA,0,1258,0,1258,CarPort,400,108959
1165,NA,16157,NA,0,1432,0,1432,Attchd,588,194000
1166,79,9541,NA,268,1502,0,1502,Attchd,644,233170
1167,64,10475,NA,72,1694,0,1694,Attchd,776,245350
1168,58,10852,NA,0,959,712,1671,Attchd,472,173000
1169,120,13728,NA,0,1236,872,2108,Basment,540,235000
1170,118,35760,NA,1378,1831,1796,3627,Attchd,807,625000
1171,76,9880,NA,0,1118,0,1118,Attchd,358,171000
1172,76,9120,NA,0,1261,0,1261,Attchd,433,163000
1173,35,4017,Pave,0,625,625,1250,Detchd,625,171900
1174,138,18030,NA,0,1636,971,3086,NA,0,200500
1175,80,16560,NA,0,1170,1175,2345,Detchd,360,239000
1176,85,10678,NA,337,2129,743,2872,Attchd,541,285000
1177,37,6951,NA,0,923,0,923,Attchd,264,119500
1178,NA,3950,Grvl,0,818,406,1224,Detchd,210,115000
1179,54,7681,NA,0,820,523,1343,Detchd,186,154900
1180,77,8335,NA,0,1124,0,1124,NA,0,93000
1181,NA,11170,NA,0,1298,1216,2514,Attchd,693,250000
1182,64,5587,NA,186,1652,0,1652,Attchd,482,392500
1183,160,15623,NA,0,2411,2065,4476,Attchd,813,745000
1184,60,10800,Grvl,0,1130,0,1130,Detchd,720,120000
1185,50,35133,NA,226,1572,0,1572,2Types,995,186700
1186,60,9738,NA,0,949,272,1221,Attchd,392,104900
1187,107,10615,NA,0,1014,685,1699,CarPort,420,95000
1188,89,12461,NA,0,1624,0,1624,Attchd,757,262000
1189,68,8935,NA,95,831,829,1660,Attchd,493,195000
1190,60,7500,NA,0,1028,776,1804,Attchd,442,189000
1191,NA,32463,NA,149,1622,0,1622,2Types,1356,168000
1192,24,2645,Pave,456,764,677,1441,Detchd,492,174000
1193,60,9600,Grvl,0,842,630,1472,Detchd,250,125000
1194,NA,4500,NA,425,1224,0,1224,Attchd,402,165000
1195,80,9364,NA,143,663,689,1352,Attchd,299,158000
1196,51,8029,NA,0,728,728,1456,Attchd,400,176000
1197,58,14054,NA,0,879,984,1863,BuiltIn,660,219210
1198,65,8850,NA,0,815,875,1690,Detchd,225,144000
1199,70,9100,NA,0,1212,0,1212,Attchd,573,178000
1200,75,11235,NA,51,1382,0,1382,Attchd,459,148000
1201,71,9353,NA,0,864,0,864,Attchd,280,116050
1202,80,10400,NA,0,866,913,1779,Attchd,546,197900
1203,50,6000,NA,0,884,464,1348,Detchd,216,117000
1204,75,9750,NA,171,1630,0,1630,Attchd,451,213000
1205,78,10140,NA,0,1074,0,1074,Attchd,495,153500
1206,90,14684,NA,234,2196,0,2196,Attchd,701,271900
1207,NA,8900,NA,0,1056,0,1056,Detchd,384,107000
1208,70,9135,NA,120,1700,0,1700,Attchd,544,200000
1209,70,7763,NA,0,1283,0,1283,Detchd,506,140000
1210,85,10182,NA,420,1660,0,1660,Attchd,500,290000
1211,70,11218,NA,0,1055,790,1845,Attchd,462,189000
1212,152,12134,NA,0,1080,672,1752,Basment,492,164000
1213,50,9340,NA,0,672,0,672,Attchd,234,113000
1214,NA,10246,NA,0,960,0,960,Attchd,364,145000
1215,69,10205,NA,0,999,0,999,Attchd,300,134500
1216,99,7094,NA,0,894,0,894,Detchd,384,125000
1217,68,8930,NA,0,1318,584,1902,Attchd,539,112000
1218,72,8640,NA,72,1314,0,1314,Attchd,552,229456
1219,52,6240,NA,0,672,240,912,NA,0,80500
1220,21,1680,NA,236,672,546,1218,NA,0,91500
1221,66,7800,NA,0,912,0,912,Attchd,288,115000
1222,55,8250,NA,0,1211,0,1211,Attchd,322,134000
1223,78,10496,NA,320,1168,678,1846,Attchd,315,143000
1224,89,10680,NA,44,2136,0,2136,Detchd,528,137900
1225,60,15384,NA,0,788,702,1490,Attchd,388,184000
1226,65,10482,NA,63,1138,0,1138,Attchd,264,145000
1227,86,14598,NA,74,894,1039,1933,BuiltIn,668,214000
1228,72,8872,NA,300,912,0,912,Detchd,576,147000
1229,65,8769,NA,766,1702,0,1702,Attchd,1052,367294
1230,70,7910,NA,0,1507,0,1507,Basment,404,127000
1231,NA,18890,NA,1,1361,1259,2620,BuiltIn,600,190000
1232,70,7728,NA,120,1190,0,1190,Attchd,540,132500
1233,70,9842,NA,0,1224,0,1224,CarPort,462,101800
1234,NA,12160,NA,180,1188,0,1188,Attchd,531,142000
1235,55,8525,NA,0,1024,940,1964,NA,0,130000
1236,96,13132,NA,0,892,892,1784,Detchd,180,138887
1237,36,2628,NA,106,764,862,1626,BuiltIn,474,175500
1238,41,12393,NA,0,847,1101,1948,BuiltIn,434,195000
1239,63,13072,NA,0,1141,0,1141,Detchd,484,142500
1240,64,9037,NA,32,1484,0,1484,Attchd,472,265900
1241,65,8158,NA,252,884,884,1768,Attchd,543,224900
1242,83,9849,NA,0,1689,0,1689,Attchd,954,248328
1243,85,10625,NA,81,1173,0,1173,Attchd,528,170000
1244,107,13891,NA,NA,2076,0,2076,Attchd,850,465000
1245,NA,11435,NA,0,792,725,1517,Detchd,400,230000
1246,78,12090,NA,74,1140,728,1868,BuiltIn,477,178000
1247,65,8125,NA,0,756,797,1553,Attchd,615,186500
1248,NA,12328,NA,335,1034,0,1034,Attchd,888,169900
1249,60,9600,Grvl,0,1134,924,2058,Detchd,396,129500
1250,60,7200,NA,0,988,0,988,Attchd,276,119000
1251,93,11160,NA,0,2110,0,2110,Attchd,522,244000
1252,NA,3136,NA,163,1405,0,1405,Attchd,478,171750
1253,62,9858,NA,0,874,0,874,Attchd,288,130000
1254,NA,17542,NA,0,1516,651,2167,Attchd,518,294000
1255,60,6931,NA,92,760,896,1656,BuiltIn,397,165400
1256,52,6240,NA,0,959,408,1367,Detchd,560,127500
1257,91,14303,NA,554,1987,0,1987,Attchd,691,301500
1258,56,4060,NA,0,864,0,864,NA,0,99900
1259,59,9587,NA,182,1166,0,1166,Attchd,400,190000
1260,65,9750,NA,0,1054,0,1054,Attchd,460,151000
1261,NA,24682,NA,0,892,783,1675,BuiltIn,502,181000
1262,80,9600,NA,0,1050,0,1050,Attchd,338,128900
1263,NA,11250,NA,0,1104,684,1788,Attchd,304,161500
1264,60,13515,Pave,0,1060,764,1824,Detchd,520,180500
1265,34,4060,NA,0,1337,0,1337,Attchd,511,181000
1266,35,3735,NA,218,713,739,1452,Detchd,506,183900
1267,60,10120,NA,0,964,925,1889,Detchd,308,122000
1268,89,13214,NA,0,2018,0,2018,Attchd,746,378500
1269,NA,14100,NA,632,1968,1479,3447,BuiltIn,1014,381000
1270,78,11344,NA,180,874,650,1524,Attchd,315,144000
1271,NA,23595,NA,0,1332,192,1524,Attchd,586,260000
1272,NA,9156,NA,0,1489,0,1489,Attchd,462,185750
1273,NA,13526,NA,114,935,0,935,Attchd,288,137000
1274,124,11512,NA,84,1357,0,1357,Basment,312,177000
1275,53,5362,NA,0,661,589,1250,Detchd,552,139000
1276,95,11345,NA,567,928,992,1920,Detchd,400,137000
1277,NA,12936,NA,0,735,660,1395,Attchd,497,162000
1278,NA,17871,NA,359,1724,0,1724,Attchd,480,197900
1279,75,9473,NA,NA,1128,903,2031,Attchd,577,237000
1280,60,7500,NA,0,698,430,1128,Detchd,528,68400
1281,67,9808,NA,110,1573,0,1573,Attchd,544,227000
1282,50,8049,NA,54,1339,0,1339,Attchd,484,180000
1283,61,8800,NA,0,1040,0,1040,Detchd,484,150500
1284,94,9400,NA,0,912,912,1824,NA,0,139000
1285,50,9638,NA,0,1699,748,2447,Detchd,336,169000
1286,50,6000,NA,0,825,587,1412,Detchd,280,132500
1287,NA,9790,NA,451,1328,0,1328,Attchd,528,143000
1288,NA,36500,NA,621,1582,0,1582,Attchd,390,190000
1289,40,5664,NA,0,1659,0,1659,Attchd,499,278000
1290,86,11065,NA,788,1120,850,1970,BuiltIn,753,281000
1291,NA,14112,NA,86,1152,0,1152,Attchd,484,180500
1292,21,1680,NA,268,630,672,1302,Detchd,264,119500
1293,60,6600,NA,0,1378,994,2372,Attchd,432,107500
1294,78,10140,NA,0,832,832,1664,Attchd,528,162900
1295,60,8172,NA,0,864,0,864,Detchd,572,115000
1296,70,8400,NA,168,1052,0,1052,Attchd,288,138500
1297,80,8700,NA,148,1128,0,1128,Attchd,525,155000
1298,35,3675,NA,82,1072,0,1072,Basment,525,140000
1299,313,63887,NA,796,4692,950,5642,Attchd,1418,160000
1300,75,7500,NA,0,1246,0,1246,Attchd,305,154000
1301,NA,10762,NA,344,1005,978,1983,Attchd,490,225000
1302,NA,7500,NA,0,753,741,1494,Attchd,213,177500
1303,92,10120,NA,391,1203,1323,2526,Attchd,844,290000
1304,73,8688,NA,228,1616,0,1616,Attchd,834,232000
1305,32,3363,NA,117,976,732,1708,Detchd,380,130000
1306,108,13173,NA,300,1652,0,1652,Attchd,840,325000
1307,48,6955,NA,94,1368,0,1368,Attchd,474,202500
1308,60,8072,NA,0,990,0,990,Detchd,480,138000
1309,100,12000,NA,0,1122,0,1122,Attchd,528,147000
1310,NA,7153,NA,88,1294,0,1294,Attchd,496,179200
1311,100,17500,NA,0,1902,0,1902,Attchd,567,335000
1312,68,8814,NA,80,1274,0,1274,Attchd,508,203000
1313,NA,9572,NA,336,1453,1357,2810,Attchd,750,302000
1314,108,14774,NA,165,1422,1177,2599,BuiltIn,779,333168
1315,60,8190,NA,0,948,0,948,Detchd,280,119000
1316,85,11075,NA,0,1092,1020,2112,Attchd,576,206900
1317,61,10226,NA,270,1630,0,1630,Attchd,860,295493
1318,47,4230,Pave,0,1352,0,1352,Attchd,466,208900
1319,NA,14781,NA,178,1787,0,1787,Attchd,748,275000
1320,75,10215,NA,132,948,0,948,Attchd,248,111000
1321,70,8400,NA,0,1478,0,1478,Attchd,442,156500
1322,NA,6627,NA,0,720,0,720,Detchd,287,72500
1323,107,10186,NA,0,1061,862,1923,Attchd,564,190000
1324,50,5330,NA,0,708,0,708,NA,0,82500
1325,75,9986,NA,428,1795,0,1795,Attchd,895,147000
1326,40,3636,NA,0,796,0,796,NA,0,55000
1327,70,4270,NA,0,774,0,774,NA,0,79000
1328,60,6600,NA,0,816,0,816,Attchd,264,130500
1329,60,10440,Grvl,0,1584,1208,2792,Detchd,520,256000
1330,63,9084,NA,0,955,677,1632,Attchd,462,176500
1331,85,10000,NA,410,1588,0,1588,Attchd,825,227000
1332,55,10780,NA,0,954,0,954,Detchd,576,132500
1333,67,8877,NA,0,816,0,816,Detchd,288,100000
1334,60,7200,NA,0,803,557,1360,Detchd,297,125500
1335,24,2368,NA,312,765,600,1365,Attchd,440,125000
1336,80,9650,NA,360,1334,0,1334,Attchd,630,167900
1337,87,9246,NA,564,1656,0,1656,Detchd,506,135000
1338,153,4118,Grvl,0,693,0,693,NA,0,52500
1339,95,13450,NA,0,920,941,1861,BuiltIn,492,200000
1340,120,9560,NA,0,864,0,864,Attchd,288,128500
1341,70,8294,NA,0,872,0,872,Detchd,480,123000
1342,66,13695,NA,0,1114,0,1114,Detchd,576,155000
1343,NA,9375,NA,149,1284,885,2169,Attchd,647,228500
1344,57,7558,NA,0,1172,741,1913,Detchd,342,177000
1345,85,11103,NA,0,728,728,1456,Attchd,440,155835
1346,50,6000,NA,0,960,0,960,Detchd,308,108500
1347,NA,20781,NA,0,2156,0,2156,Attchd,508,262500
1348,93,15306,NA,100,1776,0,1776,Attchd,712,283463
1349,NA,16196,NA,0,1494,0,1494,Attchd,514,215000
1350,50,5250,Pave,0,938,1215,2358,NA,0,122000
1351,91,11643,NA,368,1338,1296,2634,Detchd,968,200000
1352,70,9247,NA,318,858,858,1716,Attchd,490,171000
1353,50,6000,NA,0,786,390,1176,Detchd,624,134900
1354,56,14720,NA,579,2053,1185,3238,Attchd,666,410000
1355,NA,10316,NA,0,992,873,1865,Attchd,839,235000
1356,102,10192,NA,143,1222,698,1920,Attchd,487,170000
1357,NA,9477,NA,65,892,0,892,Attchd,264,110000
1358,NA,12537,NA,0,1078,0,1078,Attchd,500,149900
1359,NA,2117,NA,216,769,804,1573,Detchd,440,177500
1360,129,16737,NA,66,1980,0,1980,Attchd,770,315000
1361,51,9842,NA,0,990,1611,2601,BuiltIn,621,189000
1362,124,16158,NA,16,1530,0,1530,Attchd,430,260000
1363,NA,12513,NA,0,1281,457,1738,Attchd,368,104900
1364,73,8499,NA,0,616,796,1412,BuiltIn,432,156932
1365,30,3180,Pave,0,520,600,1200,Detchd,480,144152
1366,NA,7500,NA,0,814,860,1674,Attchd,663,216000
1367,68,9179,NA,158,882,908,1790,Attchd,588,193000
1368,41,2665,NA,0,925,550,1475,Attchd,336,127000
1369,NA,4435,NA,170,848,0,848,Attchd,420,144000
1370,48,10635,NA,171,1668,0,1668,Attchd,502,232000
1371,90,5400,NA,0,840,534,1374,Detchd,338,105000
1372,80,9600,NA,0,1661,0,1661,BuiltIn,377,165500
1373,75,9750,NA,0,1108,989,2097,Detchd,583,274300
1374,NA,11400,NA,705,2633,0,2633,Attchd,804,466500
1375,85,10625,NA,0,1026,932,1958,Attchd,936,250000
1376,89,10991,NA,80,1571,0,1571,Attchd,722,239000
1377,52,6292,NA,0,790,0,790,Detchd,160,91000
1378,60,10998,Grvl,0,984,620,1604,Detchd,660,117000
1379,21,1953,NA,408,483,504,987,Detchd,264,83000
1380,73,9735,NA,0,754,640,1394,BuiltIn,400,167500
1381,45,8212,Grvl,0,864,0,864,Detchd,200,58500
1382,NA,12925,NA,0,2117,0,2117,Attchd,550,237500
1383,60,7200,NA,0,998,764,1762,Detchd,576,157000
1384,NA,25339,NA,0,1416,0,1416,Attchd,576,112000
1385,60,9060,NA,0,698,560,1258,Detchd,280,105000
1386,40,5436,NA,0,796,358,1154,Detchd,240,125500
1387,80,16692,NA,184,1392,1392,2784,Attchd,564,250000
1388,60,8520,Grvl,0,1664,862,2526,Detchd,216,136000
1389,42,14892,NA,160,1746,0,1746,Attchd,758,377500
1390,60,6000,NA,0,869,349,1218,Detchd,440,131000
1391,70,9100,NA,244,1525,0,1525,Attchd,541,235000
1392,65,8944,NA,0,1584,0,1584,Detchd,792,124000
1393,68,7838,NA,0,900,0,900,Attchd,288,123000
1394,60,10800,Pave,0,1221,691,1912,Detchd,672,163000
1395,53,4045,NA,45,1500,0,1500,Attchd,648,246578
1396,88,12665,NA,245,1133,1349,2482,BuiltIn,642,281213
1397,NA,57200,NA,0,1687,0,1687,Detchd,572,160000
1398,51,6120,NA,0,939,574,1513,Detchd,180,137500
1399,60,7200,NA,0,1136,768,1904,Attchd,240,138000
1400,51,6171,NA,0,1160,448,1608,Detchd,216,137450
1401,50,6000,NA,0,950,208,1158,BuiltIn,208,120000
1402,62,7415,NA,0,864,729,1593,Attchd,398,193000
1403,64,6762,NA,0,1294,0,1294,Attchd,662,193879
1404,49,15256,NA,84,1464,0,1464,Attchd,754,282922
1405,60,10410,Grvl,0,694,520,1214,Detchd,936,105000
1406,44,3842,NA,174,1646,0,1646,Attchd,482,275000
1407,70,8445,NA,0,768,0,768,Detchd,396,133000
1408,NA,8780,NA,0,833,0,833,NA,0,112000
1409,60,7740,NA,0,741,622,1363,Detchd,528,125500
1410,46,20544,NA,123,1236,857,2093,Attchd,542,215000
1411,79,12420,NA,0,944,896,1840,Attchd,622,230000
1412,80,9600,NA,0,1112,556,1668,Attchd,271,140000
1413,60,7200,NA,0,1040,0,1040,Detchd,420,90000
1414,88,10994,NA,366,1844,0,1844,Attchd,620,257000
1415,64,13053,Pave,0,1053,795,1848,Detchd,370,207000
1416,51,3635,NA,130,1569,0,1569,Attchd,660,175900
1417,60,11340,NA,0,1246,1044,2290,Detchd,560,122500
1418,NA,16545,NA,731,1310,1140,2450,Attchd,1069,340000
1419,71,9204,NA,0,1144,0,1144,Detchd,336,124000
1420,NA,16381,NA,312,1844,0,1844,Attchd,540,223000
1421,90,11700,NA,420,708,708,1416,Attchd,776,179900
1422,53,4043,NA,0,1069,0,1069,Attchd,440,127500
1423,37,4435,NA,170,848,0,848,Attchd,420,136500
1424,NA,19690,NA,0,1575,626,2201,Attchd,432,274970
1425,NA,9503,NA,0,1344,0,1344,Detchd,484,144000
1426,80,10721,NA,243,1252,0,1252,Detchd,528,142000
1427,81,10944,NA,448,1223,904,2127,Attchd,525,271000
1428,60,10930,Grvl,0,1048,510,1558,Attchd,288,140000
1429,60,7200,NA,294,804,0,804,Attchd,240,119000
1430,NA,12546,NA,310,1440,0,1440,Attchd,467,182900
1431,60,21930,NA,0,734,1104,1838,BuiltIn,372,192140
1432,NA,4928,NA,0,958,0,958,Attchd,440,143750
1433,60,10800,Grvl,0,968,0,968,Detchd,216,64500
1434,93,10261,NA,318,962,830,1792,Attchd,451,186500
1435,80,17400,NA,0,1126,0,1126,Attchd,484,160000
1436,80,8400,NA,237,1537,0,1537,Attchd,462,174000
1437,60,9000,NA,0,864,0,864,Detchd,528,120500
1438,96,12444,NA,426,1932,0,1932,Attchd,774,394617
1439,90,7407,NA,0,1236,0,1236,Attchd,923,149700
1440,80,11584,NA,96,1040,685,1725,Attchd,550,197000
1441,79,11526,NA,0,1423,748,2555,Detchd,672,191000
1442,NA,4426,NA,147,848,0,848,Attchd,420,149300
1443,85,11003,NA,160,1026,981,2007,Attchd,812,310000
1444,NA,8854,NA,0,952,0,952,Detchd,192,121000
1445,63,8500,NA,106,1422,0,1422,Attchd,626,179600
1446,70,8400,NA,0,913,0,913,Detchd,240,129000
1447,NA,26142,NA,189,1188,0,1188,Attchd,312,157900
1448,80,10000,NA,438,1220,870,2090,Attchd,556,240000
1449,70,11767,NA,0,796,550,1346,Detchd,384,112000
1450,21,1533,NA,0,630,0,630,NA,0,92000
1451,60,9000,NA,0,896,896,1792,NA,0,136000
1452,78,9262,NA,194,1578,0,1578,Attchd,840,287090
1453,35,3675,NA,80,1072,0,1072,Basment,525,145000
1454,90,17217,NA,0,1140,0,1140,NA,0,84500
1455,62,7500,Pave,0,1221,0,1221,Attchd,400,185000
1456,62,7917,NA,0,953,694,1647,Attchd,460,175000
1457,85,13175,NA,119,2073,0,2073,Attchd,500,210000
1458,66,9042,NA,0,1188,1152,2340,Attchd,252,266500
1459,68,9717,NA,0,1078,0,1078,Attchd,240,142125
1460,75,9937,NA,0,1256,0,1256,Attchd,276,147500
